Country (Name),ASFIS species (Name),FAO major fishing area (Name),Environment (Name),Unit (Name),Unit,[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
France,Coho(=Silver) salmon,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,10,,20,,35,,30,,40,,55,,95,,55,,70,,65,,50,,200,,200,,200,,800,,1000,,500,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Common carp,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,E,10,E,25,E,40,E,80,E,100,E,150,E,200,E,250,E,276,E,588,E,889,E,1178,E,2130,,2000,,2000,,2000,,2000,,3270,,4370,,4000,,4335,,4500,,4500,,4500,,5000,,5000,,5000,,5000,,5005,,5755,,5655,,5655,,5650,,5430,,5200,,4700,,4230,,4230,,4230,,4200,,4200,,4200,,4200,E,4200,,4200,E,4200,E,4200,,4200,,4000,E,4000,E,1487.7,,1414.64,
France,Common edible cockle,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1300,E,1494,E,1635,,1636,,1700,E,2330,,2403,,2403,,1200,,1300,,1408,,1400,,1610,,1212,,600,,1110,,1390,,1632,,1640,,1442.7,,1590.8,,913,,1247,,987,,1610.7,,1649.7,,1815.2,,1392,,1612.4,,1526.3,,1177.44,
France,Common edible cockle,Mediterranean and Black Sea,Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,15.3,,6.9,,6,,8,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Cyprinids nei,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10,,12,,6,,8,,8,,2,,360,,330,,297,,297,,297,,300,,300,,300,,300,E,300,,300,E,300,E,300,,300,,300,E,300,E,0,...,0,...
France,Danube crayfish,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,3,,0,...,0,...,0,...,0,...,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Euro-American crayfishes nei,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,3,,5,,13,,14,,5,,5,,5,,10,,15,,15,,17,,17,,17,,15,,15,,15,,20,,20,,20,,20,,20,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,European eel,Europe - Inland waters,Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,400,,400,,400,,400,,400,,400,,60,,40,,40,,6,,6,,6,,0,N,0,...,0,...,0,...,0,...,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,European eel,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,E,5,E,5,E,10,,10,E,15,E,20,E,20,E,25,E,30,,60,,237,,400,,770,,410,,410,,410,,400,,410,,410,,120,,120,,120,,36,,36,,36,,42,,0,...,0,...,0,...,0,...,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,European flat oyster,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,13500,E,12300,E,9500,,9500,,16000,,25000,,13500,,9500,,16000,,18800,,21600,,29400,,11700,,10500,,9800,,11200,,12400,,13000,,12800,,18000,,19100,,13900,,14800,,10100,,14023,,8979,,4852,,7723,,3500,,5421,,4935,,3081,,1438,,1232,,2269,,1467,,2390,,2374,,1975,,1500,,2077,,1469,,1766,,789,,2120,,2662,,2500,,2500,,2300,,2000,,2000,,1650,,1998,,1300,,1920,,1280,,1971,,1960,,1130.7,,1130.8,,962,,1075,,1123,,1495.2,,1614.2,,700.6,,486.1,,869.8,,600.5,,1164.5,
France,European flat oyster,Mediterranean and Black Sea,Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8.9,,42.8,,50,,9,,10,,7.8,,44.6,,2,,0.6,,31.8,,36.5,,23.06,
France,European green frog,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,2,E,3,E,3,E,3,E,4,E,4,E,4,E,5,E,5,E,5,E
France,European perch,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,251,,251,,101,,80,,80,,80,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,74.7,,60.58,
France,European seabass,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1898.2,,0,...,1070,E,1120,E,1060,E,1110,E,1100,E,1070,E,700,E,700,E,1077.62,,1076.97,
France,European seabass,Mediterranean and Black Sea,Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,25,,30,,25,,30,,50,,50,,50,,50,,50,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,European seabass,Mediterranean and Black Sea,Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,45,,60,,115,,115,,200,,250,,364,,500,,1280,,2138,,2656,,1997,,2114,,3100,,3225,,3020,,2721,,3536,,3876,,3438,,3913,,3239,,3240,,2264.5,,1253.2,,1267,E,1332,E,1261,E,1318,E,1144.3,E,1086.2,E,1050,E,700,E,643.9,,1383.63,
France,Finfishes nei,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,41.5,,46,,1916,,1752,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Freshwater fishes nei,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,39,,9,,20,,5,,610,,550,,495,,495,,495,,500,,500,,500,,500,E,500,,500,E,500,E,500,,500,,500,E,500,E,141.4,,248.05,
France,Freshwater gobies nei,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,50,,50,,32,,32,,32,,32,,0,...,0,...,0,...,0,...,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Gilthead seabream,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,608.6,,0,...,640,E,730,E,680,E,840,E,690,E,690,E,750,E,750,E,1281.6,,1242.06,
France,Gilthead seabream,Mediterranean and Black Sea,Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,15,,10,,10,,170,,20,,30,,40,,100,,329,,1153,,984,,486,,1312,,1500,,1193,,1180,,1643,,1361,,1139,,1379,,1778,,1609,,1600,,573.8,,513.1,,599,E,682,E,636,E,796,E,689.2,E,691.2,E,750,E,750,E,326.4,,1102.2,
France,Goldfish,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,6,,7,,7,,7,,7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Grass carp(=White amur),Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,20,,22,,22,,22,,21,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,52.8,,48.29,
France,Grayling,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2,,0,N,0,N,0,N,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Great Atlantic scallop,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,44,,44,,150,,150,,150,,23,,28,,30,,0,...,0,...,0,...,0,...,0,...,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Grooved carpet shell,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,2,,4,,10,,150,,400,,400,,560,,450,,284,,400,,432,,224,,266,,734,,200,,200,,250,,500,,1466,,483,,1015,,718,,325,,905,,905,,543,,540,,457.4,E,439.5,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Grooved carpet shell,Mediterranean and Black Sea,Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,152.85,E,182.45,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Harpoon seaweeds,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,,8,,10,,12,,12,,15,,13,,12,,12,,20,,5,,10,,0.4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Japanese carpet shell,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,507,,1015,,719,,325,,905,,905,,543,,540,,457.4,E,439.5,,787,,724,,952,,950,,831.9,,589.9,,643.47,,792.5,,843,,618.23,
France,Japanese carpet shell,Mediterranean and Black Sea,Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,152.85,E,182.45,E,269,,133,,67,,73.6,,59.9,,69,,182.8,,290.4,,41.7,,14.68,
France,Kuruma prawn,"Atlantic, Northeast",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,11,,13,,14,,0,N,6,,0,N,0,N,0,N,33,,13,,30,,24,,24,,24,,28,,20,,30,,41,,40,,38,,41,,40,,67.6,,90,,50,,44,,44,E,47,,58.2,,61.9,,41.5,,44.9,,37.2,,66.47,
France,Kuruma prawn,Mediterranean and Black Sea,Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8.16,,12.21,,7.07,,2.16,
France,Largemouth black bass,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,100,,100,,9,,9,,9,,9,,0,...,0,...,0,...,0,...,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,45.5,,44.21,
France,Marine fishes nei,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3566.6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Marine fishes nei,Mediterranean and Black Sea,Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,29,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.1,,3.5,,0,...,0,...,742.9,,705.1,,592,,692.4,,600.58,,878.26,,861.59,,1083.64,
France,Marine molluscs nei,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,197,,197,,400,,800,,618,,380,,400,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Meagre,Mediterranean and Black Sea,Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,30,,30,,30,,33,,35,,165,,100,,147,,267,,282,,282,,555.1,,417.9,,160,,471.5,,566,,446.4,,588.1,,600.2,,256,,0,...,251.3,,669.43,
France,Mediterranean mussel,"Atlantic, Northeast",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,413.5,,1040.3,,1117,,1130,,130,,613.1,,827.9,,884.9,,667.1,,704.2,,602.8,,206.49,
France,Mediterranean mussel,Mediterranean and Black Sea,Marine,Tonnes - live weight,Tonnes - live weight,2200,,2400,,900,,900,,1000,,1300,,1200,,1700,,900,,3600,,4300,,5500,,5500,,7800,,7100,,7600,,2400,,7400,,1100,,1000,,3754,,8900,,12500,,15600,,10132,,6542,,7859,,6320,E,5250,E,5320,E,5480,E,5530,E,3830,E,3790,E,3523,,5795,,5043,,3391,,3873,,15704,,15118,,16100,,11775,,15000,,16000,,15000,,12000,,11000,,10700,,10900,,7181,,18000,,12587,,16162,,12419,,13115,,16023,,16060,,13599.3,,14163.7,,15084,,11633,,17228,,13477.5,,10979.2,,9263.7,,6026,,6353.2,,4132.1,,5840.66,
France,Mullets nei,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,920,,0,,0,,0,,0,...,240,,210,,240,,240,,250,,250,,250,,250,,250,,250,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...
France,Noble crayfish,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,1,,2,,2,,2,,1,,0,...,0,...,0,...,0,...,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Northern pike,Europe - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,110,,0,,0,,0,,0,...,180,,390,,400,,440,,450,,450,,450,,500,,500,,500,,500,,800,,500,,313,,313,,313,,313,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,243.1,,263.98,
