"Country","Year","Production","GDP_per_capita","Gini_index","CO2_emissions","Population","Population_density","Percent_urban_population","Years_primary","Primary_GPI"
"Malta",2015,5913,24921.60368,29.4,1650,445053,1390.790625,94.414,6,1.014760017
"Malta",2016,6072.92,25354.17544,29.1,1350,455356,1422.9875,94.48,6,1.021110058
"Malta",2017,7105.7,26672.23187,29.2,1520,467999,1462.496875,94.546,6,1.001929998
"Malta",2018,10022.37,27090.93248,28.7,1550,484630,1514.46875,94.612,6,1.006770015
"Mauritius",2006,443,6592.950733,35.7,3300,1233996,607.879803,42,6,0.997110009
"Mauritius",2012,512,8384.323783,38.5,3730,1255882,618.6610837,41.332,6,1.007390022
"Mauritius",2017,1253.52,9966.769666,36.8,4180,1264613,622.962069,40.841,6,1.017740011
"Mexico",1984,10465,7538.894982,48.5,277624.903,74352631,38.24822192,68.437,6,0.951839983
"Mexico",1989,18249,7229.120211,50.6,361877.895,82368930,42.37193858,70.956,6,0.974810004
"Mexico",1992,26576,7760.905564,52.6,289760,87075136,44.79288871,72.209,6,0.96796
"Mexico",1994,31667,8018.721009,52.8,325980,90156396,46.37793976,72.985,6,0.962610006
"Mexico",1996,31339,7765.604983,53.6,326080,93147045,47.91637902,73.67,6,0.96697998
"Mexico",1998,41068,8461.492702,51.7,373120,96056313,49.41295455,74.186,6,0.967880011
"Mexico",2000,53918,8861.869566,52.6,384480,98899845,50.8757144,74.722,6,0.975329995
"Mexico",2002,73670,8580.887298,50.1,388740,101684764,52.30832274,75.365,6,0.981790006
"Mexico",2004,104348,8801.321902,50,414190,104514934,53.76420896,75.997,6,0.98427999
"Mexico",2005,133131,8877.851291,50.1,432390,106005199,54.5308259,76.308,6,0.981980026
"Mexico",2006,154451,9142.804774,48.9,449710,107560155,55.33072095,76.616,6,0.980080009
"Mexico",2008,159309.05,9181.399967,49.9,477410,110815272,57.00520692,77.222,6,0.980300009
"Mexico",2010,126238,8878.561377,47.2,468940,114092961,58.6913043,77.815,6,0.98593998
"Mexico",2012,143746.64,9280.258638,48.7,480710,117274156,60.32776357,78.405,6,0.991169989
"Mexico",2014,194229.76,9426.324588,48.7,458320,120355137,61.91267111,78.993,6,0.99447
"Mexico",2016,221327.5,9751.569083,46.3,479250,123333379,63.444728,79.577,6,1.001019955
"Mexico",2018,247222.42,9945.776585,45.4,472140,126190782,64.91462332,80.156,6,1.006219983
"Fed States of Micronesia",2005,0,3022.795709,42.4,160,106135,151.6214286,22.33,6,0.973540008
"Moldova",2014,11080,2720.214802,26.8,7710,2856950,99.48636696,42.496,4,0.995949984
"Moldova",2015,11246.05,2732.457113,27,8020,2834530,98.70564474,42.49,4,0.98943001
"Moldova",2016,12091.4,2885.874216,26.3,8140,2802170,97.57878608,42.511,4,0.98763001
"Moldova",2017,12163,3072.79692,25.9,8160,2755158,95.90830926,42.557,4,0.988210022
"Moldova",2018,12610,3260.527376,25.7,8590,2708214,94.2895938,42.629,4,0.983439982
"Montenegro",2012,811,5995.74988,41.2,2330,620601,46.14133829,64.804,5,1.027250051
"Montenegro",2015,813,6517.163752,39,2360,622159,46.25717472,65.806,5,1.00248003
"Montenegro",2016,929,6707.824582,38.5,2110,622303,46.26788104,66.141,5,0.985889971
"Morocco",1984,180,1417.280666,39.2,17814.286,22002641,49.30011427,44.063,5,0.628880024
"Morocco",1990,415,1725.709091,39.2,21730,24807461,55.58472104,48.391,5,0.677209973
"Morocco",1998,2161,1966.513882,39.4,31050,28110447,62.98554112,52.678,6,0.786899984
"Morocco",2000,1889,1976.091443,40.6,33290,28793672,64.516406,53.335,6,0.849709988
"Morocco",2006,1161,2512.861366,40.7,46190,30804689,69.02238181,55.746,6,0.90575999
"Morocco",2013,988,3087.122414,39.5,59720,33715705,75.54493614,59.7,6,0.955929995
"Mozambique",2002,2247,340.7047523,47,1570,18764147,23.8614245,29.457,7,0.783089995
"Mozambique",2008,1392,447.6843601,45.6,2240,22276596,28.32802971,30.832,7,0.869279981
"Mozambique",2014,1179,568.5913343,54,4470,26286192,33.42683181,33.878,7,0.909380019
"Myanmar",2017,1048863.26,1270.870504,30.7,31400,53382521,81.77594785,30.322,5,0.946460009
"Namibia",2003,142,3298.279721,63.3,2270,1879113,2.28244361,34.709,7,0.981329978
"Namibia",2009,665.6,3982.226395,61,3030,2081039,2.52771077,40.601,7,0.964280009
"Nauru",2012,1,4994.202703,34.8,40,10136,506.8,100,6,1.061630011
"Nepal",1995,9918,493.6546022,35.2,1890,21576074,150.8816364,10.883,5,0.693769991
"Nepal",2003,17680,585.406948,43.8,3020,25080880,174.9625392,14.538,5,0.871550024
"Nepal",2010,28230,731.6618133,32.8,4640,27013207,188.442323,16.768,5,1.076169968
"Netherlands",1983,119793,25960.04169,28.4,138256.901,14367070,425.5648697,65.916,6,1.021929979
"Netherlands",1987,99567,28170.62827,26.8,152569.202,14665037,434.3909064,67.513,6,1.022490025
"Netherlands",1990,100997,31093.54487,31.1,148350,14951510,442.876481,68.684,6,1.031260014
"Netherlands",1993,71125,32075.8044,30.4,158270,15290368,452.9137441,71.1,6,1.030769944
"Netherlands",1999,108760,39090.6643,28.1,161640,15812088,468.3675355,76.03,6,0.977909982
"Netherlands",2004,78598,41433.73793,29.8,172160,16281779,482.2801836,81.514,6,0.974720001
"Netherlands",2005,71370,42184.80696,29,167970,16319868,483.4084123,82.63,6,0.977219999
"Netherlands",2006,45553,43574.77519,30,163710,16346101,484.1854562,83.636,6,0.979059994
"Netherlands",2007,56841,45120.52912,29.6,164630,16381696,485.2398104,84.539,6,0.98247999
"Netherlands",2008,46895.7,45920.67702,29.3,165390,16445593,487.1324941,85.402,6,0.985270023
"Netherlands",2009,55640.6,44009.89998,27.9,160540,16530388,490.0796917,86.288,6,0.989939988
"Netherlands",2010,67040.1,44372.65591,27.8,171160,16615394,492.5998814,87.134,6,0.996559978
"Netherlands",2011,43894.9,44851.27193,27.8,158870,16693074,495.0496441,87.879,6,0.999239981
"Netherlands",2012,46224.4,44225.18435,27.6,157520,16754962,496.8849941,88.588,6,0.999819994
"Netherlands",2015,62795,45175.23189,28.2,158110,16939923,503.1162162,90.173,6,0.999580026
"Netherlands",2016,62185,45920.31402,28.2,158270,17030314,505.8008316,90.635,6,1.000069976
"Netherlands",2017,52185,46978.4488,28.5,155910,17131296,508.8,91.077,6,0.999859989
"Netherlands",2018,53335,47807.58895,28.1,151170,17231624,511.7797446,91.49,6,0.999050021
"Nicaragua",1993,326,1173.806506,57.4,2200,4462496,37.08239987,53.907,6,1.048349977
"Nicaragua",1998,4790,1338.67634,54.4,3520,4910642,40.80639854,54.886,6,1.03847003
"Nicaragua",2001,5750,1465.73923,52.9,3930,5145367,42.75691374,55.335,6,1.018720031
"Nicaragua",2005,9983,1573.04778,48.8,4300,5438692,45.19438258,55.935,6,0.985570014
"Niger",1992,8,457.7337287,36.1,530,8566773,6.763063867,15.529,6,0.602419972
"Niger",1994,17,437.0354851,41.5,580,9168316,7.237953738,15.691,6,0.574859977
"Niger",2005,40,411.2001494,44.4,760,13624474,10.75588063,16.242,6,0.715210021
"Niger",2007,40,416.8204172,37.3,820,14685404,11.59343491,16.234,6,0.737179995
"Niger",2011,85,436.6267571,31.5,1410,17114770,13.51130497,16.216,6,0.819289982
"Niger",2014,329,482.2213639,34.3,1980,19240182,15.18921765,16.219,6,0.847649992
"Nigeria",1985,7892,1433.434061,38.7,69893.02,83562776,91.7495921,25.635,6,0.810869992
"Nigeria",1992,17088,1585.603467,45,86400,100161708,109.9747554,30.677,6,0.816770017
"Nigeria",1996,19491,1437.216194,51.9,87180,110668784,121.5112312,32.725,6,0.856329978
"Nigeria",2003,30677,1763.69398,40.1,88680,131900634,144.8232089,37.356,6,0.831870019
"Nigeria",2009,152796,2285.734601,43,74240,154324939,169.444469,42.588,6,0.896300018
"Nigeria",2018,291323,2512.192392,35.1,130670,195874685,215.0649286,50.344,6,0.977930009
"North Macedonia",2009,1540,4173.255861,42.8,8960,2069030,82.03925456,57.117,5,0.980830014
"North Macedonia",2010,1491,4309.869381,40.2,8730,2070737,82.10693894,57.089,5,0.985010028
"North Macedonia",2012,1306,4383.105625,38.1,9130,2074275,82.24722443,57.125,5,0.986670017
"North Macedonia",2013,1340,4507.43306,36.2,8240,2076065,82.31819984,57.189,5,0.991590023
"North Macedonia",2014,1214,4667.157917,35.2,7780,2077780,82.38620143,57.284,5,0.991119981
"North Macedonia",2015,991,4843.492387,35.6,7480,2079335,82.44785884,57.408,5,1.003229976
"North Macedonia",2017,1508.4,5028.897242,34.2,7860,2081996,82.55337034,57.748,5,0.998749971
"North Macedonia",2018,1359.3,5171.372507,33,7370,2082957,82.59147502,57.963,5,0.997870028
"Norway",1979,7377,38434.47154,26.9,34242.446,4072517,11.15012704,70.081,6,1.002550006
"Norway",1986,49392,48432.58677,24.6,47076.946,4167354,11.40978086,71.44,6,1.000020027
"Norway",1991,160705,51032.06029,25.2,27260,4261732,11.66817799,72.265,6,0.999029994
"Norway",1995,277615,58151.59918,26,33100,4359184,11.9349914,73.787,6,0.998730004
"Norway",2000,491329,67437.74336,27.4,34080,4490967,12.29579952,76.02,7,1.002570033
"Norway",2003,584422,69327.42654,27.6,37120,4564855,12.49809716,77.084,7,1.000689983
"Norway",2004,636802,71654.63653,31.6,37460,4591910,12.57217093,77.399,7,1.001700044
"Norway",2005,661877,73036.74036,30.6,36370,4623291,12.65808884,77.675,7,1.00296998
"Norway",2006,712373,74189.56678,26.4,37360,4660677,12.76044781,77.95,7,1.006629944
"Norway",2007,841560,75624.41487,27.1,38000,4709153,12.89317005,78.234,7,1.001479983
"Norway",2008,848359,75043.52946,27,37070,4768212,13.05486743,78.526,7,1.002629995
"Norway",2009,961839.85,72823.30244,26.2,37450,4828726,13.22054846,78.815,7,1.003190041
"Norway",2010,1019801.94,72426.56522,25.7,41860,4889252,13.38626233,79.102,7,1.003069997
"Norway",2011,1143893.34,72194.781,25.3,40160,4953088,13.56103865,79.455,7,1.002050042
"Norway",2012,1321119.2,73178.78495,25.7,39110,5018573,13.74032975,79.874,7,1.004220009
"Norway",2013,1247865.08,73046.90503,26.4,38210,5079623,13.91208868,80.286,7,0.999040008
"Norway",2014,1332497.02,73650.31354,26.8,38280,5137232,14.07044491,80.692,7,0.999270022
"Norway",2015,1380890.06,74355.51586,27.5,38640,5188607,14.20793848,81.091,7,0.997280002
"Norway",2016,1326216.18,74493.11794,28.5,37950,5234519,14.33542438,81.485,7,0.997749984
"Norway",2017,1308633.79,75610.62598,27,36900,5276968,14.45257784,81.871,7,0.999180019
"Norway",2018,1355116.8,75953.55861,27.6,37350,5311916,14.54889562,82.248,7,0.999989986
"Pakistan",1987,8500,858.2304753,33.3,53534.533,98285762,127.4981346,29.833,5,0.525070012
"Pakistan",1990,10041,924.6347426,33.2,61050,107647918,139.642899,30.576,5,0.533519983
"Pakistan",2001,57632,1039.156104,30.4,99810,145978408,189.3659298,33.18,5,0.680230021
"Pakistan",2004,76653,1129.136851,32.5,118650,156664698,203.2283857,33.781,5,0.732909977
"Pakistan",2005,80621.97,1175.437453,32.7,121670,160304007,207.9493657,33.982,5,0.768739998
"Pakistan",2007,130092,1246.579612,31.6,146260,167808106,217.6838237,34.387,5,0.833220005
"Pakistan",2010,140101,1238.873484,29.8,140620,179424643,232.7530134,34.997,5,0.853179991
"Pakistan",2011,141935,1245.737437,30.9,141640,183340168,237.8323059,35.202,5,0.859510005
"Pakistan",2013,148120,1290.368627,30.7,145100,191260799,248.1070971,35.613,5,0.869700015
"Pakistan",2015,151174,1356.667831,32.6,163590,199426953,258.7003853,36.026,5,0.855929971
"Pakistan",2018,159083,1502.891343,31.6,208370,212228288,275.3065172,36.666,5,0.844410002
"Panama",1979,80,5079.375377,48.7,3193.957,1931302,25.97931127,50.159,6,0.95994997
"Panama",1989,3701,4858.254647,58.9,2522.896,2419424,32.54538606,53.497,6,0.966740012
"Panama",1999,2327,6906.176021,56.5,5010,2971197,39.96767554,61.451,6,0.966069996
"Panama",2000,1779,6955.273116,56.6,5280,3030333,40.76315577,62.198,6,0.967079997
"Panama",2001,3127,6860.936898,56.7,6220,3089641,41.56094969,62.497,6,0.966780007
"Panama",2002,3638,6881.238947,56.1,5410,3149195,42.36205273,62.794,6,0.965550005
"Panama",2003,6228,7036.869887,55.7,5530,3209056,43.16728545,63.091,6,0.965149999
"Panama",2004,7048,7426.638063,54.8,5610,3269356,43.97842346,63.387,6,0.968020022
"Panama",2005,7778,7815.211608,53.8,7120,3330222,44.79717514,63.682,6,0.965439975
"Panama",2006,8764,8337.570881,54.6,7490,3391673,45.62379607,63.976,6,0.967610002
"Panama",2007,8943,9169.137149,52.7,7480,3453671,46.45777509,64.268,6,0.967859983
"Panama",2008,8354,9893.678334,52.7,7300,3516204,47.29895077,64.56,6,0.965080023
"Panama",2009,6609.38,9840.315789,51.8,8700,3579215,48.14655636,64.851,6,0.965219975
"Panama",2010,6597.53,10232.32721,51.6,9190,3642691,49.000417,65.14,6,0.963800013
"Panama",2011,7588.2,11193.96516,51.3,9990,3706479,49.85847458,65.437,6,0.970640004
"Panama",2012,7773.6,12079.4865,51.7,10460,3770635,50.72148238,65.741,6,0.970430017
"Panama",2013,8635.2,12695.23445,51.5,10610,3835447,51.5933145,66.052,6,0.972970009
"Panama",2014,10635,13113.24223,50.5,11280,3901311,52.63506476,66.371,6,0.976509988
"Panama",2015,9550.32,13630.32287,50.8,10700,3968490,53.54141932,66.696,6,0.975459993
"Panama",2016,8807.4,14062.43613,50.4,10770,4037073,54.46671614,67.027,6,0.984210014
"Panama",2017,9900.36,14596.70848,49.9,10250,4106764,55.40696168,67.365,6,0.97882998
"Papua New Guinea",1996,38,2257.19769,45.8,2230,5314258,11.73488054,13.901,6,0.857219994
"Paraguay",1990,61,3879.370653,40.8,2070,4223413,10.63028694,48.694,6,0.97153002
"Paraguay",1995,190,4261.828555,58.2,3780,4776838,12.02325195,52.131,6,0.97894001
"Paraguay",1997,350,4312.79104,54.9,4110,4998096,12.58015605,53.414,6,0.979809999
"Paraguay",1999,95,4078.667462,54.6,4270,5216346,13.12948905,54.693,6,0.969910026
"Paraguay",2001,570,3796.677814,54.6,3620,5428442,13.66333249,55.966,6,0.970770001
"Paraguay",2002,1000,3724.835556,57.3,3780,5531958,13.9238812,56.6,6,0.971059978
"Paraguay",2003,1300,3816.086582,54.9,3940,5632983,14.17816008,56.977,6,0.973519981
"Paraguay",2004,2100,3903.309121,52.3,3970,5730556,14.42375031,57.305,6,0.976130009
"Paraguay",2005,2120,3922.558526,51.4,3700,5824095,14.65918701,57.633,6,0.978219986
"Paraguay",2006,2250,4049.162522,53,3830,5913212,14.88349358,57.96,6,0.977129996
"Paraguay",2007,2350,4208.04873,53,3950,5998430,15.09798641,58.286,6,0.975300014
"Paraguay",2008,2450,4420.35043,50.7,4180,6081296,15.30655928,58.612,6,0.974250019
"Paraguay",2009,2600,4349.674295,49.1,4370,6163970,15.51464888,58.937,6,0.974399984
"Paraguay",2010,2957.42,4767.277902,51,5040,6248017,15.72619431,59.261,6,0.967630029
"Paraguay",2011,4929.06,4904.146907,52.3,5220,6333981,15.94256481,59.584,6,0.96983999
"Paraguay",2012,5400,4803.050296,47.6,5180,6421510,16.1628744,59.907,6,0.974940002
"Peru",1998,7175,3268.499801,55.1,26640,25658070,20.04536719,72.216,6,0.992709994
"Peru",1999,8788,3263.90508,54.8,28840,26078295,20.37366797,72.631,6,0.99883002
"Peru",2000,6596,3303.500937,49.1,28430,26459944,20.67183125,73.042,6,1.00067997
"Peru",2001,7551,3281.82409,51.3,26360,26799289,20.93694453,73.448,6,1.003530025
"Peru",2002,11532,3422.27535,53.6,27550,27100964,21.17262813,73.85,6,1.003100038
"Peru",2003,13621,3529.487343,53.1,26940,27372217,21.38454453,74.249,6,1.00067997
"Peru",2004,22114,3670.691381,49.9,31300,27624226,21.58142656,74.644,6,1.001510024
"Peru",2005,25981,3867.5274,50.4,31350,27866140,21.77042188,75.034,6,1.002719998
"Peru",2006,28393,4123.797525,50.3,31080,28102055,21.95473047,75.421,6,1.00327003
"Peru",2007,39531,4438.593961,50,34110,28333050,22.13519531,75.803,6,1.00327003
"Peru",2008,43120,4804.804797,47.5,38560,28562321,22.31431328,76.052,6,1.002920032
"Peru",2009,44317,4818.597212,47,41680,28792663,22.49426797,76.241,6,0.999989986
"Peru",2010,89021,5177.841284,45.5,45570,29027680,22.677875,76.43,6,1.002099991
"Peru",2011,92200.35,5460.935651,44.7,48580,29264314,22.86274531,76.617,6,1.000059962
"Peru",2012,72292.85,5748.590835,44.4,48370,29506790,23.05217969,76.804,6,0.996079981
"Peru",2013,125692.89,6030.420249,43.9,49520,29773986,23.26092656,76.989,6,1
"Peru",2014,115271.42,6109.156884,43.1,52810,30090372,23.50810313,77.173,6,1.002200007
"Peru",2015,90976.46,6229.100674,43.4,53820,30470739,23.80526484,77.357,6,1.000910044
"Peru",2016,100187.15,6380.025857,43.6,56530,30926036,24.16096563,77.539,6,0.987860024
"Peru",2017,100458.36,6432.924329,43.3,53990,31444299,24.56585859,77.72,6,0.973940015
"Peru",2018,103603.08,6574.31669,42.4,54280,31989265,24.99161328,77.907,6,0.96566999
"Philippines",2003,1448504,1931.108801,46.6,74770,83051970,278.5389878,45.88,6,0.988359988
"Philippines",2006,2092274,2149.329938,47.2,70810,87888675,294.7602878,45.625,6,0.987290025
"Philippines",2009,2477392.44,2304.836545,46.3,77520,92414161,309.9378241,45.371,6,0.988849998
"Philippines",2015,2348159,3001.043182,44.6,113670,102113206,342.4663984,46.284,6,0.970080018
"Philippines",2018,2304360.74,3500.933789,42.3,142240,106651394,357.6865345,46.907,6,0.962440014
"Poland",2004,35131,8275.456969,38,301820,38182222,124.6440832,61.564,6,0.994509995
"Poland",2005,37920,8569.429969,35.8,301350,38165445,124.5893154,61.452,6,0.994449973
"Poland",2006,35867,9100.599331,34.7,314090,38141267,124.5144522,61.341,6,0.994560003
"Poland",2007,35628,9748.534646,34,313370,38120560,124.446853,61.229,6,0.993480027
"Poland",2008,36813,10156.58424,33.5,308320,38125759,124.4719523,61.116,6,0.991169989
"Poland",2009,36503,10437.1625,33.4,297260,38151603,124.5644606,61.004,6,0.990379989
"Poland",2010,30751,10858.53514,33.2,313740,38042794,124.2092007,60.892,6,0.991819978
"Poland",2011,29037,11369.03019,33.2,310590,38063255,124.2962969,60.78,6,0.996070027
"Poland",2012,32261,11519.68497,33,303350,38063164,124.3000588,60.654,6,1.001680017
"Poland",2013,35208.13,11656.40357,33.1,298330,38040196,124.2291107,60.529,6,1.001819968
"Poland",2014,40109.69,12059.24677,32.8,285740,38011735,124.1442732,60.403,6,1.002189994
"Poland",2017,38799.77,13604.541,29.7,312820,37974826,124.0237304,60.105,6,1.000579953
"Poland",2018,43361.34,14332.91664,30.2,312740,37974750,124.0315838,60.058,6,0.988590002
"Portugal",2003,8033,18811.87683,38.8,60520,10458821,114.3040546,56.287,6,0.948889971
"Portugal",2004,6700,19102.63698,38.9,62130,10483861,114.5777158,56.907,6,0.949249983
"Portugal",2005,6696,19216.30507,38.5,65470,10503330,114.8281404,57.522,6,0.952470005
"Portugal",2006,7894,19493.39197,38.1,60450,10522288,115.0353996,58.137,6,0.950969994
"Portugal",2007,7416,19942.82228,36.8,58800,10542964,115.2614409,58.749,6,0.946370006
"Portugal",2008,7352,19977.6625,36.6,56840,10558177,115.4277577,59.359,6,0.945240021
"Portugal",2009,6728.1,19335.50252,34.9,56300,10568247,115.3864723,59.964,6,0.966069996
"Portugal",2010,8224.58,19662.45203,35.8,50940,10573100,115.4394585,60.567,6,0.970089972
"Portugal",2011,9165.39,19357.39531,36.3,49870,10557560,115.2697893,61.167,6,0.971270025
"Portugal",2012,10317.8,18647.45676,36,48220,10514844,114.8034065,61.763,6,0.971340001
"Portugal",2013,10067.21,18577.08158,36.2,46560,10457295,114.1561287,62.352,6,0.964850008
"Portugal",2014,11338.95,18825.47945,35.6,45930,10401062,113.5417704,62.936,6,0.958339989
"Portugal",2015,9562.88,19242.36647,35.5,49850,10358076,113.0725196,63.514,6,0.962520003
"Portugal",2016,9787.24,19692.98868,35.2,48760,10325452,112.7163842,64.086,6,0.964860022
"Portugal",2017,12508.74,20433.26671,33.8,53330,10300300,112.4418158,64.652,6,0.966840029
"Portugal",2018,13991.17,21049.15076,33.5,49780,10283822,112.261936,65.211,6,0.974120021
"Romania",2006,8088,6845.611332,39.6,98940,21193760,92.15479607,53.305,4,0.989180028
"Romania",2007,10312,7450.054733,37.5,96440,20882982,90.83901866,53.436,4,0.99089998
"Romania",2008,12532,8280.304395,36.4,95210,20537875,89.33394954,53.567,4,0.983399987
"Romania",2009,13131,7888.895847,35.6,80520,20367487,88.53119621,53.698,4,0.984969974
"Romania",2010,8981.32,7626.294198,35.5,77500,20246871,88.01074114,53.829,4,0.983669996
"Romania",2011,8353.26,7809.976847,35.9,83950,20147528,87.53324934,53.96,4,0.982259989
"Romania",2012,10004,8004.909206,36.5,81730,20058035,87.20126511,53.974,4,0.981060028
"Romania",2015,11041.75,8969.148921,35.9,72900,19815616,86.12489569,53.887,5,0.985080004
"Romania",2016,12574.03,9444.994917,34.4,71140,19702267,85.63224531,53.9,5,0.987460017
"Romania",2017,12798.2,10195.07473,36,74100,19588715,85.13871262,53.936,5,0.986720026
"Romania",2018,12298.45,10714.01536,35.8,74880,19473970,84.63999478,53.998,5,0.991530001
"Russian Federation",1993,92866,7070.53517,48.4,1821790,148458777,9.059999158,73.381,3,1.003379941
"Russian Federation",1999,71615,5876.202924,37.4,1456150,147214776,8.982804172,73.354,3,0.989350021
"Russian Federation",2000,77132,6491.072227,37.1,1489500,146596869,8.949015709,73.35,3,0.991509974
"Russian Federation",2001,90449,6851.113637,36.9,1490530,145976482,8.911633753,73.346,3,0.991100013
"Russian Federation",2002,101483,7206.189511,37.3,1491720,145306497,8.870461463,73.341,3,0.993550003
"Russian Federation",2003,108751,7767.405042,40,1522190,144648618,8.830278652,73.373,3,0.999319971
"Russian Federation",2005,114997,8929.301054,41.3,1530850,143518814,8.761088894,73.463,4,1.001929998
"Russian Federation",2006,106343,9693.197844,41,1590090,143049637,8.734394184,73.508,4,1.006279945
"Russian Federation",2007,105803,10535.1258,42.3,1591510,142805114,8.71946398,73.553,4,1.002799988
"Russian Federation",2008,115680,11087.82105,41.6,1613140,142742366,8.716095689,73.598,4,1.003640056
"Russian Federation",2009,117310,10219.89424,39.8,1495170,142785349,8.718720305,73.642,4,1.004799962
"Russian Federation",2011,129651,11125.34459,39.7,1661780,142960908,8.729440241,73.732,4,1.006150007
"Russian Federation",2012,146455,11553.57642,40.7,1666860,143201721,8.744144699,73.791,4,1.006039977
"Russian Federation",2013,155540,11731.38178,40.9,1624020,143506995,8.762785258,73.863,4,1.005460024
"Russian Federation",2014,163600,11608.75864,39.9,1606860,143819667,8.78187755,73.95,4,1.006719947
"Russian Federation",2015,154050,11355.2363,37.7,1557530,144096870,8.798804045,74.05,4,1.007920027
"Russian Federation",2016,173981,11356.40004,36.8,1530900,144342397,8.813796348,74.164,4,1.006000042
"Russian Federation",2017,186544,11550.5252,37.2,1557190,144496739,8.823220738,74.292,4,0.995299995
"Russian Federation",2018,204032,11875.7332,37.5,1607550,144477859,8.822067892,74.433,4,0.989109993
"Rwanda",2000,270,344.9399779,48.5,520,7933688,321.5925415,14.926,6,0.969110012
"Rwanda",2005,34.15,456.590745,52,510,8840220,358.3388731,16.912,6,1.014600039
"Rwanda",2010,100.3,599.2074262,47.2,570,10039338,406.9451966,16.934,6,1.025279999
"Rwanda",2013,1165.2,683.401662,45.1,780,10811538,438.2463721,16.947,6,1.023929954
"Rwanda",2016,1580,775.4756879,43.7,1050,11668829,472.9967167,17.056,6,0.998790026
"Saint Lucia",2016,32.44,10443.74022,51.2,350,180028,295.1278689,18.558,7,0.967859983
"Samoa",2002,0,3607.691196,40.7,160,176410,62.33568905,21.941,6,1.011970043
"Senegal",1991,12,1012.544215,54.1,2330,7755503,40.28204955,39.038,6,0.735390007
"Senegal",1994,42,952.699964,41.4,2610,8461066,43.94674077,39.464,6,0.754920006
"Senegal",2001,105,1086.176314,41.2,4450,10036102,52.12747104,40.464,6,0.887650013
"Senegal",2005,54,1133.71699,39.2,5670,11090123,57.60205163,41.714,6,0.964529991
"Senegal",2011,334.67,1133.193343,40.3,7570,13033814,67.6975744,44.188,6,1.121250033
"Serbia",2012,7661.19,5343.580053,39.9,45450,7199077,82.31279442,55.356,4,0.999939978
"Serbia",2013,5935.54,5524.969135,39.5,46150,7164132,81.91324034,55.469,4,1.000929952
"Serbia",2014,7168.37,5462.73603,40.5,38720,7130576,81.5295678,55.583,4,1.004480004
"Serbia",2015,7387,5588.980728,40.5,45160,7095383,81.12717814,55.696,4,0.997749984
"Serbia",2016,6877.66,5805.899396,38.8,46240,7058322,80.70343014,55.81,4,0.997990012
"Serbia",2017,5069.65,5959.522673,36.2,46900,7020858,80.27507432,55.942,4,1.000959992
"Seychelles",2013,0,13964.56113,46.8,410,89949,195.5413043,54.537,6,1.021559954
"Seychelles",2018,0,15810.26734,32.1,620,96762,210.3521739,56.691,6,1.058680058
"Sierra Leone",2011,75,556.8468994,34,770,6563238,90.92876143,39.248,6,0.948300004
"Sierra Leone",2018,85,630.4824554,35.7,1020,7650149,105.9871017,42.055,6,1.034860015
"Slovak Republic",2004,1180,10708.92117,27.1,37440,5372280,111.6898129,55.713,4,0.988929987
"Slovak Republic",2005,955,11417.10266,29.3,38520,5372807,111.7007692,55.563,4,0.988619983
"Slovak Republic",2006,1263,12386.20804,25.8,37880,5373054,111.7059044,55.412,4,0.988979995
"Slovak Republic",2007,1199,13723.88067,24.7,37220,5374622,111.7385031,55.261,4,0.994000018
"Slovak Republic",2008,1071,14476.55169,26,37050,5379233,111.8343659,55.111,4,0.993210018
"Slovak Republic",2009,834.9,13668.55211,27.2,33840,5386406,112.006779,54.96,4,0.993489981
"Slovak Republic",2010,702.4,14457.58832,27.3,35450,5391428,112.1088769,54.685,4,0.991289973
"Slovak Republic",2011,834.5,14850.0679,26.5,34130,5398384,112.2605224,54.42,4,0.991289973
"Slovak Republic",2012,1310.56,15106.00555,26.1,32370,5407579,112.4517343,54.28,4,0.990190029
"Slovak Republic",2013,1106.2,15190.36034,28.1,32940,5413393,112.5726377,54.14,4,0.985570014
"Slovak Republic",2014,1230.66,15576.50372,26.1,30450,5418649,112.7006864,54,4,0.990450025
"Slovak Republic",2015,1308.63,16310.98841,26.5,30750,5423801,112.8031488,53.889,4,0.992009997
"Slovak Republic",2016,2168.65,16637.39424,25.2,31500,5430798,112.9533694,53.806,4,0.988650024
"Slovak Republic",2018,2224.41,17708.12991,25,33000,5446771,113.2855865,53.726,4,0.996760011
"Slovenia",2004,1571,18560.09658,24.8,15710,1997012,99.15650447,51.308,5,0.996550024
"Slovenia",2005,1346,19231.66415,24.6,15930,2000474,99.32840119,51.533,5,0.98973
"Slovenia",2006,1369,20271.99768,24.4,16310,2006868,99.64587885,51.758,5,0.993619978
"Slovenia",2007,1352,21566.07868,24.4,16300,2018122,100.2046673,51.983,6,0.992630005
"Slovenia",2008,1315,22287.73996,23.7,17390,2021316,100.3323704,52.209,6,0.996190012
"Slovenia",2009,1306.6,20419.95612,24.8,15530,2039669,101.2453712,52.433,6,0.997959971
"Slovenia",2010,778.4,20604.30164,24.9,15810,2048583,101.6858266,52.658,6,0.999469995
"Slovenia",2011,1396.6,20738.64647,24.9,15730,2052843,101.8982925,52.883,6,1.004019976
"Slovenia",2012,1154.3,20148.90054,25.6,15170,2057159,102.1140492,53.108,6,1.006080031
"Slovenia",2013,1225.7,19914.46388,26.2,14600,2059953,102.2816783,53.332,6,1.006749988
