"Country","Year","Production","GDP_per_capita","Gini_index","CO2_emissions","Population","Population_density","Percent_urban_population","Years_primary","Primary_GPI"
"Albania",1996,323,1633.642486,27,1970,3168033,115.6216423,39.473,4,0.973850012
"Albania",2002,860,2247.705088,31.7,3750,3051010,111.3507299,43.501,4,0.994340003
"Albania",2005,1473,2675.760999,30.6,4070,3011487,109.9082847,46.731,4,1.005360007
"Albania",2008,2000,3298.605602,30,4170,2947314,107.5662044,49.991,4,1.002490044
"Albania",2012,3450,3736.336637,29,4580,2900401,105.8540511,54.33,5,1.016010046
"Albania",2014,4000,3855.757468,34.6,5220,2889104,105.4417518,56.423,5,1.036820054
"Albania",2015,3495,3952.801215,32.9,5070,2880703,105.135146,57.434,5,1.031299949
"Albania",2016,4750,4090.363323,33.7,4930,2876101,104.9671898,58.421,5,1.035549998
"Albania",2017,4430,4249.79385,33.2,5600,2873457,104.8706934,59.383,5,1.032240033
"Algeria",1988,304,3128.335549,40.2,83948.631,24443472,10.26286328,50.511,6,0.82773
"Algeria",1995,369,2834.263395,35.3,73050,28757788,12.07427679,55.997,6,0.882990003
"Algeria",2011,2245.77,3956.893305,27.6,118140,36661438,15.39271205,68.236,5,0.938399971
"Angola",2008,190,4077.776844,42.7,25080,21695636,17.40245127,58.282,6,0.845690012
"Argentina",1980,90,10318.18299,40.8,108737.551,27896532,10.19353014,82.887,7,0.990549982
"Argentina",1986,270,9412.994813,42.8,104212.473,30698964,11.21755259,85.445,7,0.982379973
"Argentina",1987,353,9517.10861,45.3,114942.115,31184411,11.39493731,85.843,7,0.991949975
"Argentina",1991,350,8769.7504,46.8,105320,33079002,12.08723019,87.328,7,0.98496002
"Argentina",1996,1322,10430.68249,49.5,126560,35246376,12.87919932,88.366,7,0.98439002
"Argentina",1997,1314,11146.72103,49.1,127320,35657438,13.0294034,88.564,7,0.994459987
"Argentina",1998,1040,11445.56494,50.7,133170,36063451,13.17776255,88.759,6,0.985450029
"Argentina",1999,1218,10935.64459,49.8,134190,36467218,13.325301,88.952,6,0.996399999
"Argentina",2000,1784,10730.60822,51.1,131910,36870796,13.47277039,89.142,6,0.991039991
"Argentina",2001,1340,10146.10682,53.3,124870,37275644,13.62070384,89.329,6,0.992370009
"Argentina",2002,1457,8943.308002,53.8,117470,37681743,13.76909442,89.51,6,0.993120015
"Argentina",2003,1647,9629.844086,50.9,128360,38087866,13.91749376,89.686,6,0.992860019
"Argentina",2004,1848,10389.15127,48.4,141850,38491970,14.06515535,89.86,6,0.991110027
"Argentina",2005,2057,11192.17958,47.7,146320,38892924,14.21166592,90.031,6,0.990620017
"Argentina",2006,2528,11970.65539,46.3,155370,39289876,14.35671413,90.2,6,0.994090021
"Argentina",2007,2957,12919.23536,46.2,163630,39684303,14.5008397,90.366,6,0.997009993
"Argentina",2008,2700,13310.62368,44.9,168150,40080159,14.64548743,90.53,6,0.995930016
"Argentina",2009,2582.95,12398.28358,43.7,157440,40482786,14.79260932,90.691,6,0.99545002
"Argentina",2010,2654.35,13551.33919,43.6,168140,40788453,14.90430155,90.849,6,0.987410009
"Argentina",2011,3193.25,14200.26989,42.6,177260,41261490,15.0771516,90.99,6,0.988240004
"Argentina",2012,2958.42,13895.63371,41.3,178530,41733271,15.2495427,91.121,6,0.98822999
"Argentina",2013,3825.12,14071.50868,40.9,184000,42202935,15.42116023,91.249,6,0.991569996
"Argentina",2014,4002.71,13567.94842,41.6,179910,42669500,15.59164538,91.377,6,0.997940004
"Argentina",2016,3673.48,13360.21183,42,184280,43590368,15.92813508,91.627,6,0.997640014
"Argentina",2017,3567.76,13595.03736,41.1,180120,44044811,16.09419079,91.749,6,0.997969985
"Argentina",2018,3205.31,13112.40113,41.3,177410,44494502,16.2585101,91.87,6,1.001019955
"Armenia",1999,889,1210.362395,36.2,3110,3089020,108.5008781,64.947,3,1.115159988
"Armenia",2001,1331,1422.476654,35.4,3600,3050686,107.1544081,64.385,3,1.021980047
"Armenia",2002,1020,1619.112189,34.8,3120,3033976,106.5674745,64.236,3,1.003059983
"Armenia",2003,1064,1855.596827,33,3500,3017938,106.0041447,64.137,3,0.999000013
"Armenia",2004,813,2062.203233,37.5,3760,3000715,105.3991921,64.038,3,1.00564003
"Armenia",2005,739,2364.175935,36,4460,2981262,104.7159115,63.938,3,1.018280029
"Armenia",2006,1056,2697.018983,29.7,4490,2958301,103.9094134,63.839,3,1.024889946
"Armenia",2007,3650,3093.36934,31.2,5200,2932615,103.0072006,63.739,3,1.022079945
"Armenia",2008,5100,3335.244164,29.2,5690,2907615,102.1290832,63.64,3,1.02098
"Armenia",2009,5240,2884.33947,28,4510,2888094,101.4434141,63.54,3,1.032899976
"Armenia",2010,5000,2958.838999,30,4340,2877314,101.0647699,63.44,3,1.031380057
"Armenia",2011,6300,3098.742304,29.4,4940,2876536,101.0374429,63.34,4,1.018350005
"Armenia",2012,8850,3312.980008,29.6,5720,2884239,101.3080084,63.24,4,1.013299942
"Armenia",2013,11700,3406.536118,30.6,5500,2897593,101.7770636,63.164,4,1.012529969
"Armenia",2014,13925,3511.225059,31.5,5480,2912403,102.2972603,63.112,4,1.013020039
"Armenia",2015,15130,3607.289299,32.4,5340,2925559,102.7593607,63.085,4,1.015210032
"Armenia",2016,16381,3601.469664,32.5,5070,2936147,103.131261,63.082,4,1.008900046
"Armenia",2017,16690,3860.218058,33.6,5320,2944789,103.4348086,63.103,4,1.003209949
"Armenia",2018,17000,4051.384967,34.4,5550,2951741,103.6789954,63.149,4,0.999610007
"Australia",1981,9185,31345.0128,31.3,230360.94,14927000,1.943037892,85.7,6,0.986869991
"Australia",1985,9534,33020.30471,32.5,241229.928,15758000,2.051208622,85.582,6,0.992529988
"Australia",1989,13685,36260.8406,33.2,277771.583,16814400,2.188719524,85.463,6,0.998960018
"Australia",1995,22395,39254.18966,32.6,289010,18072000,2.352420499,84.898,7,0.995660007
"Australia",2001,35403,45941.73538,33.5,344960,19413000,2.526977598,84.1,7,1.02444005
"Australia",2003,38793,48013.62446,33.5,351990,19895400,2.589771292,84.343,7,1.022650003
"Australia",2004,44142,49384.91707,33.1,365270,20127400,2.619970582,84.463,7,1.020030022
"Australia",2008,58911.7,53418.55362,35.4,388500,21249200,2.765994559,84.943,7,1.006410003
"Australia",2010,73827.23,53604.9211,34.7,387350,22031750,2.867858584,85.182,7,0.998239994
"Australia",2014,73677.61,56343.06116,34.4,369880,23475686,3.055814795,85.602,7,0.997500002
"Austria",1987,4000,28359.31061,23,57744.249,7574586,91.72421894,63.769,4,0.985800028
"Austria",1994,3103,32949.56376,31.3,58290,7936118,96.1021797,61.87,4,0.99405998
"Austria",1995,2918,33776.89854,31.1,61180,7948278,96.24943085,61.596,4,0.991079986
"Austria",1997,3018,35206.72616,30.2,64220,7968041,96.4887503,61.045,4,0.991559982
"Austria",2000,2847,38827.2726,28.8,63530,8011566,97.01581497,60.213,4,0.989709973
"Austria",2003,2233,39799.21308,29.5,74460,8121423,98.34612497,59.375,4,0.994180024
"Austria",2004,2267,40634.8816,29.8,75800,8171966,98.95817389,59.094,4,1.001549959
"Austria",2005,2420,41264.67242,28.7,76240,8227829,99.63464519,58.813,4,0.998470008
"Austria",2006,2503,42479.26415,29.6,74100,8268641,100.1288569,58.532,4,0.991729975
"Austria",2007,2539,43920.04645,30.6,71240,8295487,100.4563806,58.249,4,0.987659991
"Austria",2008,2087,44422.18747,30.4,70730,8321496,100.7713435,57.966,4,0.983439982
"Austria",2009,2141,42638.04137,31.5,64420,8343323,101.0356633,57.683,4,0.988889992
"Austria",2010,2167,43317.08506,30.3,69960,8363404,101.2874254,57.399,4,0.987079978
"Austria",2011,2904.3,44433.12737,30.8,68270,8391643,101.6417316,57.115,4,0.99052
"Austria",2012,3125.5,44531.96912,30.5,65110,8429991,102.1148703,57.147,4,0.991670012
"Austria",2013,3237,44281.56633,30.8,65750,8479823,102.7471253,57.336,4,0.989049971
"Austria",2014,3390.3,44227.37868,30.5,61990,8546356,103.5633217,57.526,4,0.993589997
"Austria",2015,3503.4,44178.04738,30.5,63150,8642699,104.7345977,57.715,4,0.990970016
"Austria",2016,3483.4,44572.32282,30.8,63390,8736668,105.8733398,57.905,4,0.994920015
"Austria",2017,3861.6,45325.93522,29.7,65830,8797566,106.6113185,58.094,4,0.997269988
"Austria",2018,3990.6,46269.48367,30.8,63180,8840521,107.1318589,58.297,4,0.994880021
"Azerbaijan",1995,516,1120.247443,34.7,45770,7685000,92.34891909,52.206,3,1.124429941
"Azerbaijan",2001,95,1640.878987,36.5,38720,8111200,98.19379207,51.587,4,0.983919978
"Azerbaijan",2002,80,1782.410561,25.3,38130,8171950,98.9124646,51.787,4,0.975650012
"Azerbaijan",2003,130,1949.537592,26.8,34340,8234100,99.62372356,51.988,4,0.943490028
"Azerbaijan",2004,350,2111.379196,26.6,34090,8306500,100.4753726,52.189,4,0.96351999
"Azerbaijan",2005,500,2674.27489,26.6,36650,8391850,101.5225018,52.389,4,0.945110023
"Bangladesh",1983,107000,470.9053141,25.9,8236.082,86142490,661.769148,16.631,5,0.605400026
"Bangladesh",1985,123811,484.0480192,26.9,10234.597,90764180,697.2741799,17.496,5,0.692030013
"Bangladesh",1988,175925,495.4038232,28.8,13545.898,98186350,754.2932319,18.859,5,0.805660009
"Bangladesh",2005,882091,769.1359804,33.2,32710,139035505,1068.107129,26.809,5,1.04550004
"Bangladesh",2010,1308515,972.9096877,32.1,50580,147575433,1133.713091,30.462,5,1.062510014
"Belarus",1998,4727,2370.883941,32,57230,10069000,49.64011043,69.064,4,0.959779978
"Belarus",1999,4824,2461.826851,31.7,54980,10026738,49.43175902,69.482,4,0.986150026
"Belarus",2000,6716,2616.912993,31.2,52990,9979610,49.19941826,69.973,4,0.988399982
"Belarus",2001,4666,2754.66447,30.6,51740,9928549,48.94768783,70.458,4,0.988319993
"Belarus",2002,6523,2912.123361,30.3,51770,9865548,48.6394912,70.939,4,0.985920012
"Belarus",2003,5393,3139.120986,28.8,52550,9796749,48.30029581,71.415,4,0.987699986
"Belarus",2004,4150,3522.489851,26.5,55770,9730146,47.97665796,71.887,4,0.968089998
"Belarus",2005,5648,3880.01437,27.6,56480,9663915,47.64539269,72.354,4,0.967100024
"Belarus",2006,8406,4294.228672,28.3,58810,9604924,47.33821587,72.816,4,0.979120016
"Belarus",2007,14091,4684.980291,29.6,57350,9560953,47.1215032,73.273,4,0.984879971
"Belarus",2008,14636,5180.712344,27.8,60270,9527985,46.95901922,73.726,4,0.995010018
"Belarus",2009,15659,5202.660494,27.7,57200,9506765,46.87291687,74.172,4,0.993290007
"Belarus",2010,16265,5617.940454,28.6,61470,9490583,46.77468211,74.672,4,0.997950017
"Belarus",2011,16293,5930.993772,27.2,58350,9473172,46.6865704,75.188,4,0.99883002
"Belarus",2012,15499,6036.586918,26.5,59790,9464495,46.6438076,75.697,4,1.000620008
"Belarus",2013,13548,6096.194851,26.6,59930,9465997,46.65166972,76.199,4,1.001909971
"Belarus",2014,10658,6195.865889,27.2,59470,9474511,46.67867647,76.693,4,1.003139973
"Belarus",2015,9130.9,5949.106307,25.6,54890,9489616,46.75194356,77.181,4,1.001559973
"Belarus",2016,11199,5791.531743,25.3,55210,9501534,46.8083532,77.661,4,1.002840042
"Belarus",2017,10353.5,5940.228314,25.4,56240,9498264,46.79178285,78.134,4,0.994480014
"Belarus",2018,11580.9,6136.837521,25.2,59310,9483499,46.72134693,78.595,4,0.997730017
"Belgium",1985,440,25559.20837,25.2,104472.83,9858308,300.3750152,95.93,6,1.01078999
"Belgium",1988,700,27760.88548,25.7,100354.789,9901664,301.696039,96.204,6,1.017289996
"Belgium",1992,846,30192.41913,25,112330,10045158,306.0681901,96.542,6,1.020169973
"Belgium",1995,846,31317.29498,28.4,114570,10136811,308.8607861,96.777,6,0.993799984
"Belgium",2000,1871,35660.44716,33.1,117280,10251250,338.5485469,97.129,6,0.994490027
"Belgium",2003,1261,36602.6573,28.1,115500,10376133,342.6728203,97.296,6,0.99138999
"Belgium",2004,739,37746.09829,30.5,114020,10421137,344.1590819,97.35,6,0.996460021
"Belgium",2005,414,38410.60159,29.3,110610,10478617,346.0573646,97.403,6,0.995540023
"Belgium",2006,128,39132.02306,28.1,108650,10547958,348.347358,97.454,6,0.994220018
"Belgium",2007,128,40274.0279,29.2,104590,10625700,350.9147952,97.505,6,0.996930003
"Belgium",2008,126,40135.70565,28.4,106930,10709973,353.6979194,97.555,6,0.997669995
"Belgium",2009,576,39009.52956,28.6,99670,10796493,356.555251,97.603,6,0.99673003
"Belgium",2010,539,39761.9314,28.4,106470,10895586,359.8278071,97.651,6,0.997659981
"Belgium",2011,101,39913.04049,28.1,95570,11038264,364.5397622,97.698,6,0.997969985
"Belgium",2012,277,39959.5003,27.5,94960,11106932,366.8075297,97.744,6,0.995859981
"Belgium",2013,212,39954.24627,27.7,96610,11159407,368.5405218,97.789,6,1.001299977
"Belgium",2014,214,40405.16818,28.1,90160,11209057,370.180218,97.833,6,0.999710023
"Belgium",2015,82,40991.80814,27.7,95200,11274196,372.3314399,97.876,6,0.998300016
"Belgium",2016,44,41301.40652,27.6,94320,11331422,374.2213342,97.919,6,0.998860002
"Belgium",2017,75,41809.75481,27.4,92770,11375158,375.6657199,97.961,6,1.000990033
"Belgium",2018,111,42364.00579,27.2,93470,11427054,377.3795905,98.001,6,1.004780054
"Belize",1993,602,3964.891899,60.3,460,197625,8.663963174,46.848,6,0.951099992
"Belize",1994,656,3891.34734,60.9,450,201679,8.84169224,46.637,6,0.951569974
"Belize",1996,1004,3749.644397,56.6,360,213660,9.366944323,46.214,6,0.954169989
"Belize",1997,1397,3743.865441,60.4,460,221575,9.713941254,46.003,6,0.95648998
"Belize",1999,3163,3917.1853,53.3,410,238979,10.47693994,45.582,6,0.960720003
"Benin",2003,7,942.9185911,38.6,2380,7520556,66.69524654,39.536,6,0.736899972
"Benin",2011,400,989.7673578,43.4,4980,9460829,83.90235012,43.608,6,0.894900024
"Benin",2015,4459.66,1076.796702,47.8,5990,10575962,93.79178787,45.695,6,0.930239975
"Bhutan",2003,30,1352.978958,40.9,360,627840,15.77487437,28.688,7,0.94490999
"Bhutan",2007,40,1840.271602,38.1,390,664873,17.44295196,32.469,7,0.993200004
"Bhutan",2012,78.34,2479.151723,38.8,760,701582,18.40601307,36.371,7,1.014879942
"Bhutan",2017,222,3040.937003,37.4,1330,745563,19.54600986,40.167,7,0.998650014
"Bolivia",1992,266,1789.239987,49.1,6820,7160917,6.610280624,57.541,6,0.950500011
"Bolivia",1997,387,2019.851609,58.2,8280,7937453,7.327105142,60.212,6,0.974179983
"Bolivia",1999,398,2048.026514,58.1,7960,8257066,7.622141604,61.264,6,0.985459983
"Bolivia",2000,405,2059.185279,61.6,8000,8418270,7.770949875,61.787,6,0.985809982
"Bolivia",2001,320,2054.33095,57.4,7890,8580244,7.920468938,62.306,6,0.988200009
"Bolivia",2002,418,2066.241642,59.3,8230,8742822,8.070545555,62.783,6,0.990249991
"Bolivia",2004,450,2131.307111,55,9420,9069044,8.371682821,63.711,6,1.000100017
"Bolivia",2005,430,2186.186679,58.5,10070,9232301,8.522386227,64.17,6,1.001230001
"Bolivia",2006,455,2251.274996,56.7,11160,9395449,8.672989015,64.628,6,1.001080036
"Bolivia",2007,585,2313.891219,54.5,12040,9558438,8.823445029,65.082,6,0.999740005
"Bolivia",2008,631,2414.973425,50.8,13020,9721457,8.973928736,65.535,6,0.995270014
"Bolivia",2009,775,2454.800306,49.2,13870,9884790,9.124702299,65.984,6,0.989780009
"Bolivia",2011,966,2602.718496,46.1,16450,10212951,9.427629466,66.874,6,0.992229998
"Bolivia",2012,1060,2692.607497,46.6,17250,10377677,9.579688914,67.315,6,0.986450016
"Bolivia",2013,1076,2830.673459,47.6,18560,10542375,9.731722515,67.699,6,0.978699982
"Bolivia",2014,1400,2939.477461,47.8,20170,10706517,9.883242869,68.047,6,0.976909995
"Bolivia",2015,2987.5,3035.971655,46.7,20410,10869732,10.0339075,68.393,6,0.979680002
"Bolivia",2016,3250,3118.913683,45.3,21610,11031822,10.18353365,68.738,6,0.983780026
"Bolivia",2017,3500,3203.004439,44.6,22250,11192853,10.33218222,69.08,6,0.986959994
"Bolivia",2018,3500,3291.156361,42.6,22710,11353140,10.480144,69.425,6,0.990040004
"Botswana",1985,0,2544.880704,54.2,1158.772,1069585,1.887292009,26.724,7,1.113510013
"Botswana",1993,0,3826.790689,60.8,3250,1399110,2.468741729,47.286,7,1.036620021
"Botswana",2002,0,4770.936264,64.7,4030,1704637,3.00784677,54.57,7,0.993139982
"Botswana",2009,0,5384.745876,60.5,4090,1953495,3.446958869,60.937,7,0.971050024
"Botswana",2015,20,6799.870178,53.3,7210,2120716,3.742021774,67.155,7,0.977760017
"Brazil",1999,140657,6595.62483,59,300620,172318674,20.61686859,80.496,4,0.969690025
"Brazil",2001,205568,6788.585548,58.4,319560,177196051,21.20041672,81.553,4,0.937789977
"Brazil",2002,247678,6904.634447,58.1,317280,179537523,21.48055943,81.88,4,0.931159973
"Brazil",2003,273268,6896.146323,57.6,309350,181809244,21.75235686,82.203,4,0.944580019
"Brazil",2004,269699,7206.271337,56.5,326760,184006479,22.01524251,82.521,4,0.95235002
"Brazil",2005,257784,7352.29227,56.3,330510,186127108,22.26896271,82.834,4,0.941330016
"Brazil",2007,289048,7936.834883,54.9,351520,190130445,22.74793734,83.448,4,0.951210022
"Brazil",2008,331553,8258.626762,54,372160,192030362,22.97525071,83.749,4,0.932020009
"Brazil",2009,365127,8169.273181,53.7,350830,193886505,23.1973268,84.044,4,0.957009971
"Brazil",2011,436084,8965.632569,52.9,417120,197514541,23.63139897,84.631,5,0.926989973
"Brazil",2012,480880,9056.590291,53.5,451760,199287292,23.84349772,84.923,5,0.954050004
"Brazil",2013,477634.46,9247.585564,52.8,482860,201035904,24.05270838,85.209,5,0.958840013
"Brazil",2014,564221.57,9214.989383,52.1,506780,202763744,24.2594338,85.492,5,0.95739001
"Brazil",2015,578372.92,8814.001418,51.9,479970,204471759,24.46378728,85.77,5,0.959420025
"Brazil",2016,542977.01,8455.323481,53.3,441910,206163056,24.66614055,86.042,5,0.974219978
"Brazil",2017,565176.44,8498.305102,53.3,449840,207833825,24.86603778,86.309,5,0.966120005
"Brazil",2018,581617.72,8582.349943,53.9,427710,209469320,25.06171469,86.569,5,0.973730028
"Bulgaria",2006,3257,5556.03286,35.7,48970,7601022,69.97166529,70.932,4,0.986199975
"Bulgaria",2007,4032,5964.038128,36.1,52620,7545338,69.47185342,71.278,4,0.98793
"Bulgaria",2008,5157,6371.55407,33.6,50030,7492561,68.98592211,71.622,4,0.994979978
"Bulgaria",2009,6722.52,6196.317814,33.8,42970,7444443,68.57445652,71.963,4,0.998669982
"Bulgaria",2010,7920.63,6272.135226,35.7,44850,7395599,68.12453021,72.302,4,0.996879995
"Bulgaria",2011,5527.15,6461.114205,34.3,49670,7348328,67.68909359,72.638,4,0.995130002
"Bulgaria",2012,5975.06,6521.820231,36,45120,7305888,67.2981577,72.975,4,0.991649985
"Bulgaria",2013,12151.65,6579.787074,36.6,39820,7265115,66.92257738,73.313,4,0.991360009
"Bulgaria",2014,11171.79,6742.059072,37.4,42230,7223938,66.54327561,73.651,4,0.992529988
"Bulgaria",2015,13536.54,7055.935673,38.6,44690,7177991,66.120035,73.99,4,0.98992002
"Bulgaria",2016,15762.16,7377.063449,40.6,41740,7127822,65.65790346,74.329,4,0.98943001
"Bulgaria",2017,15752.14,7691.440566,40.4,44040,7075947,65.18005711,74.669,4,0.993889987
"Bulgaria",2018,16341.82,7986.757435,41.3,41130,7025037,64.71109985,75.008,4,0.994409978
"Burkina Faso",1994,0,355.1484195,48.1,620,9816584,35.87932749,14.86,6,0.658529997
"Burkina Faso",1998,40,425.5691791,49.9,880,10968722,40.09035819,16.51,6,0.685199976
"Burkina Faso",2003,5,484.097061,43.3,1100,12654624,46.2522807,19.996,6,0.750859976
"Burkina Faso",2009,275,553.5166745,39.8,1930,15141098,55.34027047,24.079,6,0.886500001
"Burkina Faso",2014,301,647.4287022,35.3,3020,17586029,64.27642178,26.934,6,0.974290013
"Burundi",1992,50,445.1049841,33.3,200,5685569,221.400662,6.637,6,0.817089975
"Burundi",1998,50,322.1519046,42.3,230,6185564,240.8708723,7.83,6,0.815129995
"Burundi",2006,50,301.790644,33.4,190,7607850,296.2558411,9.617,6,0.908490002
"Burundi",2013,385,324.8286538,38.6,410,9540302,371.5070872,11.482,6,1.019449949
"Cabo Verde",2001,0,1983.297558,52.5,250,435701,108.1143921,54.291,6,0.979099989
"Cabo Verde",2007,0,2922.233072,47.2,460,475067,117.8826303,59.363,6,0.944329977
"Cabo Verde",2015,0,3043.031382,42.4,500,524740,130.2084367,64.3,6,0.931389987
"Cameroon",1996,58,987.0774183,44.4,6340,13970812,29.55472065,43.164,6,0.859369993
"Cameroon",2001,150,1073.101183,42.1,6330,15928910,33.69700239,46.139,6,0.868860006
"Cameroon",2007,546,1176.060975,42.8,8120,18730283,39.62320027,49.746,6,0.859759986
"Cameroon",2014,1575,1290.645489,46.6,7750,22681853,47.98259609,53.976,6,0.890879989
"Canada",1998,91046,31830.61711,33.2,486760,30155173,3.363434308,78.724,6,0.999090016
"Canada",2000,127665,34121.60919,33.3,515000,30685730,3.42261134,79.478,6,1.001559973
"Canada",2004,145018,37086.4493,33.7,537250,31940655,3.562582608,80.045,6,0.990970016
"Canada",2007,152486,42097.43512,33.8,571310,32889025,3.66836148,80.396,6,0.995169997
"Canada",2010,162341,41155.32364,33.6,535030,34004889,3.792822224,80.937,6,1.005210042
"Canada",2012,184910,42315.80739,33.5,547140,34714222,3.871939493,81.137,6,1.010769963
"Canada",2013,168015,42846.2842,33.8,556350,35082954,3.913066959,81.178,6,1.011160016
"Canada",2014,139732,43635.09548,33.2,561830,35437435,3.952604904,81.218,6,1.011989951
"Canada",2015,187374,43596.13554,33.7,558800,35702908,3.982215114,81.259,6,1.008069992
"Canada",2016,200765,43536.9134,32.7,550480,36109487,4.027563942,81.3,6,1.000859976
"Canada",2017,191616,44325.41678,33.3,562260,36545295,4.076172901,81.35,6,0.997590005
"Central African Republic",1992,338,469.4336453,61.3,150,2959236,4.75013002,36.987,6,0.673389971
"Central African Republic",2008,140,480.4109018,56.2,260,4273368,6.859558894,38.506,6,0.719519973
"Chad",2003,0,464.5002788,39.8,760,9373913,7.444340057,21.735,6,0.665059984
"Chad",2011,30,700.6627053,43.3,820,12360986,9.816539072,22.054,6,0.746179998
"Chile",1990,70464,5470.479736,57.2,30410,13274617,17.85345755,83.271,6,0.97894001
"Chile",1992,116281,6343.227129,54.8,31490,13719818,18.45222263,83.564,6,0.974600017
"Chile",1996,323115,7770.539111,54.9,44060,14587367,19.61901707,84.861,6,0.970780015
"Chile",1998,361430,8481.752131,55.5,51410,14977736,20.14403684,85.477,6,0.971819997
"Chile",2000,425058,8685.321794,52.8,49820,15342350,20.63441789,86.073,6,0.97608
"Chile",2003,607338,9321.218536,51.5,49910,15849649,21.31670056,86.665,6,0.975059986
"Chile",2006,832329,10887.86378,47.3,57050,16354507,21.99570025,86.842,6,0.955340028
"Chile",2009,881084,11273.6175,47,65370,16886184,22.71076968,87.017,6,0.951759994
"Chile",2011,969539,12406.41357,46,76470,17233584,23.17799906,87.132,6,0.968299985
"Chile",2013,1045718,13333.34683,45.8,82940,17571511,23.63248791,87.246,6,0.968739986
"Chile",2015,1057742,13574.16924,44.4,81970,17969356,24.16756239,87.36,6,0.970149994
"Chile",2017,1219747.1,13590.99135,44.4,87040,18470435,24.84147959,87.49,6,0.971580029
"China",1990,8392965,905.0308586,32.2,2173360,1135185000,120.4482491,26.442,5,0.899909973
"China",1996,23465787,1653.430868,35.2,3064880,1217550000,129.1869989,31.916,5,0.957379997
"China",2008,44072886.73,4711.635127,43,7195010,1324655000,140.5514234,46.539,6,0.984549999
"China",2010,47789756.78,5647.058752,43.7,8470570,1337705000,141.9360723,49.226,6,0.982680023
"China",2011,49147606.1,6156.828596,42.4,9278250,1344130000,142.6177885,50.511,6,0.984860003
"China",2012,52082585.66,6608.707122,42.2,9533210,1350695000,143.3143624,51.765,6,0.988900006
"China",2013,55029057.76,7086.874143,39.7,9936680,1357380000,144.0236626,53.013,6,0.997609973
"China",2014,57320503.73,7574.679931,39.2,9894940,1364270000,144.7547202,54.259,6,1.000720024
"China",2015,59368941.59,8066.942635,38.6,9830430,1371220000,145.4921426,55.5,6,1.002460003
"China",2016,62318377.86,8572.882133,38.5,9814310,1378665000,146.282102,56.736,6,1.005089998
"Colombia",1992,23987,3714.618797,51.5,53210,34422568,31.02529788,70.415,5,1.055590034
"Colombia",1996,29990,4129.050332,56.9,58850,37076387,33.41720324,72.223,5,0.997850001
"Colombia",1999,52947,3911.573386,58.7,55870,38999468,35.15048941,73.53,5,1.002329946
"Colombia",2000,61786,3961.929723,58.7,58220,39629965,35.7187607,73.957,5,0.998759985
"Colombia",2001,57660,3965.764058,57.5,58560,40255956,36.28297071,74.379,5,0.992009997
"Colombia",2002,57160,4003.46582,56,56430,40875363,36.84124651,74.797,5,0.991890013
"Colombia",2004,60072,4257.162686,55,56220,42075953,37.92334655,75.62,5,0.988889992
"Colombia",2005,61000,4402.899082,53.9,57910,42647731,38.43869401,76.024,5,0.982119977
"Colombia",2008,68200,4991.789212,55.3,60000,44254972,39.8873114,77.204,5,0.995729983
"Colombia",2009,80623,4992.823174,54.3,62960,44750054,40.33353222,77.587,5,0.99713999
"Colombia",2010,80367,5162.705636,54.6,64680,45222699,40.75953042,77.964,5,0.983370006
"Colombia",2011,83681,5468.19554,53.5,69910,45662747,41.15614872,78.335,5,0.967069983
"Colombia",2012,89654,5631.21737,52.6,70290,46075721,41.52836503,78.701,5,0.967880011
"Colombia",2013,89398,5866.873788,52.6,77790,46495492,41.90670753,79.061,5,0.974709988
"Colombia",2014,92002,6069.186783,52.6,79820,46967706,42.33231726,79.415,5,0.968200028
"Colombia",2015,95857,6175.87603,51,81030,47520667,42.83070482,79.764,5,0.969460011
"Colombia",2016,106685,6219.149691,50.6,83760,48175048,43.42050293,80.108,5,0.972790003
"Colombia",2017,118485,6208.98702,49.7,76060,48909844,44.08277963,80.446,5,0.968620002
"Colombia",2018,132756.22,6271.875121,50.4,79490,49661056,44.75985219,80.778,5,0.97025001
"Congo",2005,80,2171.443137,47.3,4820,3622775,10.60841874,60.988,6,0.930270016
"Congo",2011,335,2406.925446,48.9,4860,4394842,12.86922987,63.712,6,0.944280028
"Dem Rep of the Congo",2012,2869,432.6783237,42.1,2430,69020749,30.44518162,41.082,6,0.882149994
"Costa Rica",1981,41,5910.728782,47.5,2251.538,2455593,48.09230317,43.45,6,0.96566999
"Costa Rica",1986,106,5655.93881,34.4,2607.237,2810245,55.03809244,46.353,6,0.974340022
"Costa Rica",1989,410,5988.541082,46.7,2973.937,3039015,59.51850764,49.089,6,0.979380012
"Costa Rica",1990,573,6041.443913,45.3,2870,3119436,61.09353702,50.003,6,0.983160019
"Costa Rica",1991,1975,6018.857305,46.6,3060,3202083,62.71216216,50.917,6,0.986360013
"Costa Rica",1992,2244,6403.784665,45.7,4150,3286525,64.36594203,51.832,6,0.985530019
"Costa Rica",1993,3335,6683.836169,46,4180,3372298,66.04578927,52.743,6,0.985949993
"Costa Rica",1994,3910,6811.111868,46.8,4850,3458829,67.74048179,53.653,6,0.985719979
"Costa Rica",1995,6756,6920.579041,45.7,4810,3545524,69.43838621,54.561,6,0.986750007
"Costa Rica",1996,6986,6846.35762,46.5,4530,3632361,71.13907168,55.467,6,0.989250004
"Costa Rica",1997,7000,7053.137427,45.6,4490,3718952,72.83493929,56.367,6,0.982640028
"Costa Rica",1998,7937,7389.045113,45.7,5020,3803893,74.49849197,57.264,6,0.983240008
